post_id,listing_key,title,slug,publication_status,standard_status,developer,city,province,country,occupancy_year,list_price,featured_image_url,image_count,html_length,section_count,unit_type_count,price_count,deposit_plan_count,incentive_count,amenity_count,document_count,warning_count,audit_file
24264,estate4u-wp-24264,Harvest Park by Activa in Kitchener,harvest-park-by-activa-in-kitchener,publish,,Activa,Kitchener,Ontario,Canada,2026,689990,https://estate-4u.com/wp-content/uploads/2026/02/2024_01_24_01_38_49_harvest_park_villa_rendering_2.webp,2,1139,1,1,1,2,0,0,0,0,listings/24264-harvest-park-by-activa-in-kitchener.html
24266,estate4u-wp-24266,Trailside by Distrikt in Oakville,trailside-by-distrikt-in-oakville,publish,,Distrikt,Oakville,Ontario,Canada,2026,389900,https://estate-4u.com/wp-content/uploads/2026/02/DIS03014.jpg,4,663,1,1,1,2,0,0,0,0,listings/24266-trailside-by-distrikt-in-oakville.html
24269,estate4u-wp-24269,Havendale by Cachet Homes in Brantford,havendale-by-cachet-homes-in-brantford,publish,,Cachet Homes,Brantford,Ontario,Canada,2027,539990,https://estate-4u.com/wp-content/uploads/2026/02/havendale-detached-streetscape-952x794-1-1-1.jpg,8,1229,1,2,1,2,0,0,0,0,listings/24269-havendale-by-cachet-homes-in-brantford.html
24272,estate4u-wp-24272,Ellis Lane by Poetry Living in Caledon,ellis-lane-by-poetry-living-in-caledon,publish,,Poetry Living,Caledon,Ontario,Canada,2026,969990,https://estate-4u.com/wp-content/uploads/2026/02/The-Balsam-30-3A.webp,7,1556,1,1,1,2,0,2,0,0,listings/24272-ellis-lane-by-poetry-living-in-caledon.html
24422,estate4u-wp-24422,The Nine by Mattamy Homes in Mississauga,the-nine-by-mattamy-homes-in-mississauga,publish,,Mattamy Homes,Mississauga,Ontario,Canada,2026,771990,https://estate-4u.com/wp-content/uploads/2026/02/127690_50420.jpeg,6,1386,3,1,1,2,0,5,0,1,listings/24422-the-nine-by-mattamy-homes-in-mississauga.html
24431,estate4u-wp-24431,Upper Joshua by Mattamy Homes in Oakville,upper-joshua-by-mattamy-homes-in-oakville,publish,,Mattamy Homes,Oakville,Ontario,Canada,2027,999990,https://estate-4u.com/wp-content/uploads/2026/02/25069_50420.jpg,8,1704,2,2,1,2,0,5,0,1,listings/24431-upper-joshua-by-mattamy-homes-in-oakville.html
24452,estate4u-wp-24452,Scenic Ridge by Liv Communities in Paris,scenic-ridge-by-liv-communities-in-paris,publish,,Liv Communities,Paris,Ontario,Canada,2026,749990,https://estate-4u.com/wp-content/uploads/2026/02/Glasswing-14-A-1-scaled.webp,6,1325,3,1,1,2,0,7,0,1,listings/24452-scenic-ridge-by-liv-communities-in-paris.html
24465,estate4u-wp-24465,Southcal by Deco Homes in Caledon,southcal-by-deco-homes-in-caledon,publish,,Deco homes,Caledon,Ontario,Canada,2027,749990,https://estate-4u.com/wp-content/uploads/2026/02/kingswell-scaled.jpg,7,1296,2,2,1,2,0,1,0,0,listings/24465-southcal-by-deco-homes-in-caledon.html
24484,estate4u-wp-24484,Crown of Caledon by Fieldgates in Caledon,crown-of-caledon-by-fieldgates-in-caledon,publish,,Fieldgates,Caledon,Ontario,Canada,2027,729990,https://estate-4u.com/wp-content/uploads/2026/02/Screenshot-2026-02-25-at-22-31-41-Field_Crown_CATH-3E_FP_Insert_070825_WEB-Field_Crown_CATH-3E_FP_Insert_070825_WEB.pdf.png,6,1466,2,2,1,2,0,4,0,0,listings/24484-crown-of-caledon-by-fieldgates-in-caledon.html
23610,estate4u-wp-23610,"4460 Tucana Crt 306, Mississauga",4460-tucana-crt-306-mississauga,publish,Resale,,Mississauga,Ontario,Canada,,499000,https://estate-4u.com/wp-content/uploads/2025/06/2.jpg,20,1484,2,1,1,0,0,0,0,0,listings/23610-4460-tucana-crt-306-mississauga.html
23615,estate4u-wp-23615,"435 English Rose Lane 25, Oakville",435-english-rose-lane-25-oakville,publish,Resale,,Oakville,Ontario,Canada,,895000,https://estate-4u.com/wp-content/uploads/2025/06/L3RycmViL2xpc3RpbmdzLzMwLzAzLzE0LzA4L3AvNDI1ZmFmZTMtMDYyZC00ZDY5LTg1MTgtYTJlZGMwODE5MDExLmpwZw.jpg,17,956,1,1,1,0,0,0,0,0,listings/23615-435-english-rose-lane-25-oakville.html
23640,estate4u-wp-23640,"101 Markview Rd, Whitchurch-Stouffville",101-markview-rd-whitchurch-stouffville,publish,Resale,,Stouffville,Ontario,Canada,,1440000,https://estate-4u.com/wp-content/uploads/2025/06/L0ZVTEwvMS82ODYvTjU1MjI2ODYuanBn.jpg,16,782,1,1,1,0,0,0,0,0,listings/23640-101-markview-rd-whitchurch-stouffville.html
23665,estate4u-wp-23665,"7 Sidaway Lane, Ajax",7-sidaway-lane-ajax,publish,Resale,,Ajax,Ontario,Canada,,1075000,https://estate-4u.com/wp-content/uploads/2025/06/3p4od15f.png,12,727,1,1,1,0,0,0,0,0,listings/23665-7-sidaway-lane-ajax.html
24507,estate4u-wp-24507,SouthCal by Arista Homes in Caledon,southcal-by-arista-homes-in-caledon,publish,,Arista Homes,Caledon,Ontario,Canada,2026,759990,https://estate-4u.com/wp-content/uploads/2026/02/kingswell-CKWvpHyx-scaled.jpg,7,941,1,2,1,0,0,7,0,0,listings/24507-southcal-by-arista-homes-in-caledon.html
24516,estate4u-wp-24516,Aura Lakeview Village by Caivan in Mississauga,aura-lakeview-village-by-caivan-in-mississauga,publish,,Caivan,Mississauga,Ontario,Canada,2027,599000,https://estate-4u.com/wp-content/uploads/2026/02/aura-lakeview-village-condos-floor-plan-1770873583-1030x510-1.jpg,2,1026,3,1,1,2,0,6,0,1,listings/24516-aura-lakeview-village-by-caivan-in-mississauga.html
